Member_number,Date,productId,items,productName,price,Category,TotalPrice,Month,Weekday
4170,2015-05-03,19,3,sausage,3.1,Fresh Food,9.3,5,Sunday
1109,2015-04-06,7,1,citrus fruit,1.5,Fresh Food,1.5,4,Monday
3429,2015-01-04,71,1,shopping bags,5.12,Household & Hygiene,5.12,1,Sunday
2055,2015-02-04,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2,Wednesday
2480,2015-09-20,9,1,frankfurter,5.5,Fresh Food,5.5,9,Sunday
2441,2015-05-30,19,2,sausage,3.1,Fresh Food,6.2,5,Saturday
1054,2015-10-04,9,1,frankfurter,5.5,Fresh Food,5.5,10,Sunday
4818,2015-01-11,72,2,salt,0.7,Pantry Staples,1.4,1,Sunday
3379,2015-01-21,73,3,oil,3.4,Pantry Staples,10.2,1,Wednesday
3939,2015-02-10,45,1,curd,9.8,Dairy,9.8,2,Tuesday
1367,2015-08-05,4,1,other vegetables,0.8,Fresh Food,0.8,8,Wednesday
1043,2015-01-10,7,1,citrus fruit,1.5,Fresh Food,1.5,1,Saturday
2231,2015-10-17,9,1,frankfurter,5.5,Fresh Food,5.5,10,Saturday
3235,2015-12-28,22,2,root vegetables,1.8,Fresh Food,3.6,12,Monday
4554,2015-07-16,1,1,tropical fruit,7.8,Fresh Food,7.8,7,Thursday
3245,2015-01-24,8,3,beef,19.5,Fresh Food,58.5,1,Saturday
2996,2015-05-19,26,3,berries,10.8,Fresh Food,32.400000000000006,5,Tuesday
2507,2015-01-05,25,1,canned beer,1.1,Beverages,1.1,1,Monday
4186,2015-10-25,74,3,whipped/sour cream,5.5,Dairy,16.5,10,Sunday
3929,2015-04-28,22,1,root vegetables,1.8,Fresh Food,1.8,4,Tuesday
3760,2015-11-22,2,1,whole milk,1.8,Dairy,1.8,11,Sunday
4928,2015-08-18,8,3,beef,19.5,Fresh Food,58.5,8,Tuesday
4217,2015-12-18,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,12,Friday
1174,2015-02-11,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2,Wednesday
4103,2015-06-19,2,2,whole milk,1.8,Dairy,3.6,6,Friday
4408,2015-03-13,2,1,whole milk,1.8,Dairy,1.8,3,Friday
2588,2015-12-28,7,2,citrus fruit,1.5,Fresh Food,3.0,12,Monday
2598,2015-11-11,24,3,pastry,3.1,Bakery & Sweets,9.3,11,Wednesday
1518,2015-12-11,9,2,frankfurter,5.5,Fresh Food,11.0,12,Friday
2702,2015-04-08,1,2,tropical fruit,7.8,Fresh Food,15.6,4,Wednesday
1001,2015-01-20,9,3,frankfurter,5.5,Fresh Food,16.5,1,Tuesday
2270,2015-09-30,26,2,berries,10.8,Fresh Food,21.6,9,Wednesday
2838,2015-11-10,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11,Tuesday
1683,2015-05-26,22,3,root vegetables,1.8,Fresh Food,5.4,5,Tuesday
4040,2015-04-03,18,2,yogurt,2.2,Dairy,4.4,4,Friday
3897,2015-08-23,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8,Sunday
2200,2015-03-11,26,2,berries,10.8,Fresh Food,21.6,3,Wednesday
4073,2015-01-29,26,3,berries,10.8,Fresh Food,32.400000000000006,1,Thursday
3700,2015-04-19,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4,Sunday
3973,2015-06-10,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,6,Wednesday
2715,2015-07-06,29,2,ham,15.2,Fresh Food,30.4,7,Monday
3967,2015-11-23,2,2,whole milk,1.8,Dairy,3.6,11,Monday
4002,2015-09-03,1,1,tropical fruit,7.8,Fresh Food,7.8,9,Thursday
2962,2015-03-01,17,1,bottled water,0.5,Beverages,0.5,3,Sunday
4340,2015-12-25,16,1,butter milk,6.1,Dairy,6.1,12,Friday
2092,2015-11-06,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,11,Friday
3143,2015-05-24,27,2,coffee,8.5,Beverages,17.0,5,Sunday
2209,2015-10-03,50,3,bottled beer,1.8,Beverages,5.4,10,Saturday
2816,2015-08-22,66,1,onions,1.3,Fresh Food,1.3,8,Saturday
2659,2015-06-01,21,2,hamburger meat,12.3,Fresh Food,24.6,6,Monday
1588,2015-10-13,19,3,sausage,3.1,Fresh Food,9.3,10,Tuesday
1144,2015-10-15,59,2,hard cheese,4.5,Dairy,9.0,10,Thursday
2166,2015-12-10,19,3,sausage,3.1,Fresh Food,9.3,12,Thursday
3300,2015-10-06,21,2,hamburger meat,12.3,Fresh Food,24.6,10,Tuesday
3944,2015-01-03,66,1,onions,1.3,Fresh Food,1.3,1,Saturday
4979,2015-04-24,27,1,coffee,8.5,Beverages,8.5,4,Friday
2630,2015-01-21,71,2,shopping bags,5.12,Household & Hygiene,10.24,1,Wednesday
4240,2015-04-29,18,3,yogurt,2.2,Dairy,6.6000000000000005,4,Wednesday
2357,2015-07-08,38,1,soda,0.8,Beverages,0.8,7,Wednesday
1743,2015-04-18,76,1,sliced cheese,4.2,Dairy,4.2,4,Saturday
2331,2015-02-15,19,1,sausage,3.1,Fresh Food,3.1,2,Sunday
1643,2015-04-28,18,2,yogurt,2.2,Dairy,4.4,4,Tuesday
1291,2015-03-20,69,2,domestic eggs,1.25,Fresh Food,2.5,3,Friday
3675,2015-07-04,2,3,whole milk,1.8,Dairy,5.4,7,Saturday
4134,2015-11-06,57,3,meat,8.5,Fresh Food,25.5,11,Friday
1363,2015-06-21,77,3,dish cleaner,2.5,Household & Hygiene,7.5,6,Sunday
4212,2015-05-01,4,2,other vegetables,0.8,Fresh Food,1.6,5,Friday
1500,2015-03-21,2,2,whole milk,1.8,Dairy,3.6,3,Saturday
2622,2015-10-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10,Thursday
3543,2015-03-18,1,3,tropical fruit,7.8,Fresh Food,23.4,3,Wednesday
2525,2015-05-24,78,2,baking powder,1.8,Pantry Staples,3.6,5,Sunday
1264,2015-10-12,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,10,Monday
3601,2015-07-06,58,1,ice cream,1.8,Frozen & Processed Food,1.8,7,Monday
1771,2015-03-23,9,2,frankfurter,5.5,Fresh Food,11.0,3,Monday
4694,2015-02-06,25,3,canned beer,1.1,Beverages,3.3000000000000003,2,Friday
1122,2015-12-21,17,2,bottled water,0.5,Beverages,1.0,12,Monday
3507,2015-08-12,4,1,other vegetables,0.8,Fresh Food,0.8,8,Wednesday
4524,2015-04-26,7,2,citrus fruit,1.5,Fresh Food,3.0,4,Sunday
3612,2015-09-27,19,2,sausage,3.1,Fresh Food,6.2,9,Sunday
3262,2015-06-11,69,2,domestic eggs,1.25,Fresh Food,2.5,6,Thursday
1897,2015-01-25,23,2,pork,7.2,Fresh Food,14.4,1,Sunday
1656,2015-10-30,79,1,specialty cheese,12.14,Dairy,12.14,10,Friday
3953,2015-01-10,23,2,pork,7.2,Fresh Food,14.4,1,Saturday
1488,2015-06-21,8,2,beef,19.5,Fresh Food,39.0,6,Sunday
1652,2015-03-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3,Tuesday
4953,2015-09-16,10,2,chicken,7.2,Fresh Food,14.4,9,Wednesday
3445,2015-04-30,38,3,soda,0.8,Beverages,2.4000000000000004,4,Thursday
3180,2015-03-15,2,1,whole milk,1.8,Dairy,1.8,3,Sunday
4934,2015-09-06,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,9,Sunday
2980,2015-04-27,50,1,bottled beer,1.8,Beverages,1.8,4,Monday
2763,2015-02-13,22,1,root vegetables,1.8,Fresh Food,1.8,2,Friday
4819,2015-03-04,24,3,pastry,3.1,Bakery & Sweets,9.3,3,Wednesday
3169,2015-07-02,26,2,berries,10.8,Fresh Food,21.6,7,Thursday
1850,2015-03-11,7,1,citrus fruit,1.5,Fresh Food,1.5,3,Wednesday
4285,2015-12-29,2,2,whole milk,1.8,Dairy,3.6,12,Tuesday
4366,2015-08-13,38,3,soda,0.8,Beverages,2.4000000000000004,8,Thursday
2253,2015-06-16,17,3,bottled water,0.5,Beverages,1.5,6,Tuesday
3398,2015-03-11,1,3,tropical fruit,7.8,Fresh Food,23.4,3,Wednesday
2215,2015-07-22,80,1,salty snack,0.5,Snacks,0.5,7,Wednesday
3737,2015-03-03,17,2,bottled water,0.5,Beverages,1.0,3,Tuesday
2649,2015-11-28,14,2,chocolate,11.5,Bakery & Sweets,23.0,11,Saturday
3203,2015-08-07,7,2,citrus fruit,1.5,Fresh Food,3.0,8,Friday
4261,2015-02-16,17,3,bottled water,0.5,Beverages,1.5,2,Monday
2435,2015-07-17,66,1,onions,1.3,Fresh Food,1.3,7,Friday
2046,2015-08-21,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,8,Friday
4267,2015-02-11,8,3,beef,19.5,Fresh Food,58.5,2,Wednesday
1086,2015-12-28,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12,Monday
1992,2015-01-04,8,3,beef,19.5,Fresh Food,58.5,1,Sunday
3622,2015-07-26,38,2,soda,0.8,Beverages,1.6,7,Sunday
4700,2015-06-27,27,1,coffee,8.5,Beverages,8.5,6,Saturday
2272,2015-05-16,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5,Saturday
1663,2015-05-19,23,1,pork,7.2,Fresh Food,7.2,5,Tuesday
2519,2015-06-03,38,2,soda,0.8,Beverages,1.6,6,Wednesday
2639,2015-10-30,19,3,sausage,3.1,Fresh Food,9.3,10,Friday
1466,2015-04-19,8,3,beef,19.5,Fresh Food,58.5,4,Sunday
4122,2015-10-23,2,1,whole milk,1.8,Dairy,1.8,10,Friday
3598,2015-04-15,23,1,pork,7.2,Fresh Food,7.2,4,Wednesday
3097,2015-08-10,26,1,berries,10.8,Fresh Food,10.8,8,Monday
1873,2015-09-19,19,2,sausage,3.1,Fresh Food,6.2,9,Saturday
1537,2015-02-01,17,2,bottled water,0.5,Beverages,1.0,2,Sunday
3960,2015-03-25,1,1,tropical fruit,7.8,Fresh Food,7.8,3,Wednesday
1136,2015-06-15,37,3,herbs,6.5,Fresh Food,19.5,6,Monday
2453,2015-12-21,18,2,yogurt,2.2,Dairy,4.4,12,Monday
1746,2015-02-15,81,2,Instant food products,0.6,Frozen & Processed Food,1.2,2,Sunday
3572,2015-06-09,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,6,Tuesday
3246,2015-06-24,27,1,coffee,8.5,Beverages,8.5,6,Wednesday
3207,2015-11-26,50,1,bottled beer,1.8,Beverages,1.8,11,Thursday
1042,2015-02-12,8,1,beef,19.5,Fresh Food,19.5,2,Thursday
1176,2015-03-30,2,1,whole milk,1.8,Dairy,1.8,3,Monday
3054,2015-02-23,9,1,frankfurter,5.5,Fresh Food,5.5,2,Monday
4486,2015-12-02,9,3,frankfurter,5.5,Fresh Food,16.5,12,Wednesday
1580,2015-12-05,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,12,Saturday
1623,2015-11-02,9,1,frankfurter,5.5,Fresh Food,5.5,11,Monday
4169,2015-11-24,2,2,whole milk,1.8,Dairy,3.6,11,Tuesday
2254,2015-01-24,9,1,frankfurter,5.5,Fresh Food,5.5,1,Saturday
4095,2015-11-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11,Sunday
1264,2015-11-17,17,3,bottled water,0.5,Beverages,1.5,11,Tuesday
3375,2015-01-06,23,2,pork,7.2,Fresh Food,14.4,1,Tuesday
3242,2015-05-23,17,3,bottled water,0.5,Beverages,1.5,5,Saturday
2227,2015-06-07,4,1,other vegetables,0.8,Fresh Food,0.8,6,Sunday
3847,2015-12-03,21,2,hamburger meat,12.3,Fresh Food,24.6,12,Thursday
3897,2015-05-31,21,1,hamburger meat,12.3,Fresh Food,12.3,5,Sunday
1799,2015-09-27,71,1,shopping bags,5.12,Household & Hygiene,5.12,9,Sunday
2920,2015-04-26,2,2,whole milk,1.8,Dairy,3.6,4,Sunday
3713,2015-01-31,58,1,ice cream,1.8,Frozen & Processed Food,1.8,1,Saturday
4230,2015-11-05,24,3,pastry,3.1,Bakery & Sweets,9.3,11,Thursday
1455,2015-03-18,29,1,ham,15.2,Fresh Food,15.2,3,Wednesday
3687,2015-03-18,9,2,frankfurter,5.5,Fresh Food,11.0,3,Wednesday
3869,2015-08-01,19,2,sausage,3.1,Fresh Food,6.2,8,Saturday
2988,2015-10-14,50,2,bottled beer,1.8,Beverages,3.6,10,Wednesday
4242,2015-03-30,17,1,bottled water,0.5,Beverages,0.5,3,Monday
4118,2015-12-24,57,2,meat,8.5,Fresh Food,17.0,12,Thursday
4996,2015-10-24,51,2,dessert,1.15,Bakery & Sweets,2.3,10,Saturday
4489,2015-03-04,4,1,other vegetables,0.8,Fresh Food,0.8,3,Wednesday
1199,2015-11-09,49,3,beverages,1.1,Beverages,3.3000000000000003,11,Monday
4108,2015-05-12,29,1,ham,15.2,Fresh Food,15.2,5,Tuesday
3484,2015-06-05,15,2,specialty bar,5.2,Bakery & Sweets,10.4,6,Friday
1239,2015-08-31,20,2,brown bread,0.8,Bakery & Sweets,1.6,8,Monday
4839,2015-12-19,2,1,whole milk,1.8,Dairy,1.8,12,Saturday
4748,2015-05-07,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5,Thursday
4426,2015-06-06,50,2,bottled beer,1.8,Beverages,3.6,6,Saturday
3571,2015-12-11,82,2,pet care,5.8,Pet Care,11.6,12,Friday
2852,2015-06-08,7,2,citrus fruit,1.5,Fresh Food,3.0,6,Monday
3638,2015-05-26,23,1,pork,7.2,Fresh Food,7.2,5,Tuesday
3635,2015-03-10,4,2,other vegetables,0.8,Fresh Food,1.6,3,Tuesday
2723,2015-05-07,56,3,white wine,14.2,Beverages,42.599999999999994,5,Thursday
3495,2015-03-11,2,2,whole milk,1.8,Dairy,3.6,3,Wednesday
2813,2015-11-16,3,2,pip fruit,3.0,Fresh Food,6.0,11,Monday
2799,2015-09-02,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,9,Wednesday
4723,2015-05-22,1,2,tropical fruit,7.8,Fresh Food,15.6,5,Friday
3313,2015-04-08,22,1,root vegetables,1.8,Fresh Food,1.8,4,Wednesday
4748,2015-12-15,38,1,soda,0.8,Beverages,0.8,12,Tuesday
2991,2015-02-16,2,1,whole milk,1.8,Dairy,1.8,2,Monday
1483,2015-04-01,1,3,tropical fruit,7.8,Fresh Food,23.4,4,Wednesday
3950,2015-10-01,83,2,white bread,0.3,Bakery & Sweets,0.6,10,Thursday
1634,2015-01-16,20,1,brown bread,0.8,Bakery & Sweets,0.8,1,Friday
2694,2015-11-21,1,3,tropical fruit,7.8,Fresh Food,23.4,11,Saturday
2707,2015-10-18,69,2,domestic eggs,1.25,Fresh Food,2.5,10,Sunday
2813,2015-07-16,27,3,coffee,8.5,Beverages,25.5,7,Thursday
2276,2015-01-11,38,1,soda,0.8,Beverages,0.8,1,Sunday
4726,2015-02-06,2,1,whole milk,1.8,Dairy,1.8,2,Friday
4353,2015-05-25,50,1,bottled beer,1.8,Beverages,1.8,5,Monday
4017,2015-08-13,23,3,pork,7.2,Fresh Food,21.6,8,Thursday
1422,2015-08-21,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8,Friday
2714,2015-03-15,18,1,yogurt,2.2,Dairy,2.2,3,Sunday
2769,2015-07-21,43,3,sparkling wine,12.5,Beverages,37.5,7,Tuesday
4166,2015-04-30,17,1,bottled water,0.5,Beverages,0.5,4,Thursday
3614,2015-03-02,7,1,citrus fruit,1.5,Fresh Food,1.5,3,Monday
4361,2015-09-05,21,2,hamburger meat,12.3,Fresh Food,24.6,9,Saturday
1922,2015-09-22,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,9,Tuesday
4728,2015-09-06,4,1,other vegetables,0.8,Fresh Food,0.8,9,Sunday
3646,2015-08-08,38,1,soda,0.8,Beverages,0.8,8,Saturday
1155,2015-08-10,2,3,whole milk,1.8,Dairy,5.4,8,Monday
2119,2015-06-11,37,2,herbs,6.5,Fresh Food,13.0,6,Thursday
1602,2015-08-29,7,2,citrus fruit,1.5,Fresh Food,3.0,8,Saturday
1074,2015-06-24,28,1,misc. beverages,1.2,Beverages,1.2,6,Wednesday
2256,2015-04-11,84,3,female sanitary products,2.5,Personal Care,7.5,4,Saturday
1348,2015-09-17,38,2,soda,0.8,Beverages,1.6,9,Thursday
3806,2015-08-28,1,3,tropical fruit,7.8,Fresh Food,23.4,8,Friday
1711,2015-06-06,38,3,soda,0.8,Beverages,2.4000000000000004,6,Saturday
3959,2015-04-12,83,1,white bread,0.3,Bakery & Sweets,0.3,4,Sunday
1590,2015-08-15,27,2,coffee,8.5,Beverages,17.0,8,Saturday
1962,2015-06-08,1,1,tropical fruit,7.8,Fresh Food,7.8,6,Monday
1766,2015-01-21,23,2,pork,7.2,Fresh Food,14.4,1,Wednesday
2551,2015-10-21,7,2,citrus fruit,1.5,Fresh Food,3.0,10,Wednesday
2294,2015-09-23,9,2,frankfurter,5.5,Fresh Food,11.0,9,Wednesday
4531,2015-05-29,9,2,frankfurter,5.5,Fresh Food,11.0,5,Friday
2957,2015-04-12,9,2,frankfurter,5.5,Fresh Food,11.0,4,Sunday
4415,2015-01-27,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1,Tuesday
1476,2015-08-26,18,1,yogurt,2.2,Dairy,2.2,8,Wednesday
3978,2015-07-23,19,3,sausage,3.1,Fresh Food,9.3,7,Thursday
2062,2015-09-22,2,2,whole milk,1.8,Dairy,3.6,9,Tuesday
3252,2015-06-28,3,1,pip fruit,3.0,Fresh Food,3.0,6,Sunday
3922,2015-06-24,2,2,whole milk,1.8,Dairy,3.6,6,Wednesday
1491,2015-10-17,22,1,root vegetables,1.8,Fresh Food,1.8,10,Saturday
3526,2015-08-26,66,3,onions,1.3,Fresh Food,3.9000000000000004,8,Wednesday
4060,2015-12-11,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,12,Friday
1067,2015-04-08,21,1,hamburger meat,12.3,Fresh Food,12.3,4,Wednesday
2840,2015-01-27,68,1,photo/film,11.9,Household & Hygiene,11.9,1,Tuesday
4484,2015-11-27,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11,Friday
2353,2015-02-07,25,1,canned beer,1.1,Beverages,1.1,2,Saturday
3130,2015-02-18,25,2,canned beer,1.1,Beverages,2.2,2,Wednesday
4273,2015-06-14,4,1,other vegetables,0.8,Fresh Food,0.8,6,Sunday
4565,2015-12-30,25,1,canned beer,1.1,Beverages,1.1,12,Wednesday
2504,2015-08-14,45,3,curd,9.8,Dairy,29.400000000000002,8,Friday
4127,2015-10-23,11,1,butter,3.2,Dairy,3.2,10,Friday
2690,2015-04-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4,Wednesday
4129,2015-09-22,2,2,whole milk,1.8,Dairy,3.6,9,Tuesday
4511,2015-06-29,8,1,beef,19.5,Fresh Food,19.5,6,Monday
1602,2015-08-04,19,3,sausage,3.1,Fresh Food,9.3,8,Tuesday
4369,2015-02-01,38,3,soda,0.8,Beverages,2.4000000000000004,2,Sunday
1302,2015-09-29,12,2,fruit/vegetable juice,2.1,Beverages,4.2,9,Tuesday
3326,2015-04-30,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,4,Thursday
2066,2015-05-21,3,1,pip fruit,3.0,Fresh Food,3.0,5,Thursday
3483,2015-01-15,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,1,Thursday
2840,2015-02-12,49,1,beverages,1.1,Beverages,1.1,2,Thursday
1807,2015-05-18,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,5,Monday
2067,2015-08-12,22,1,root vegetables,1.8,Fresh Food,1.8,8,Wednesday
3783,2015-02-17,25,3,canned beer,1.1,Beverages,3.3000000000000003,2,Tuesday
2884,2015-01-04,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,1,Sunday
2908,2015-03-15,25,2,canned beer,1.1,Beverages,2.2,3,Sunday
1330,2015-07-10,44,1,newspapers,3.2,Specialty & Seasonal,3.2,7,Friday
2293,2015-05-08,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,5,Friday
3718,2015-05-20,21,2,hamburger meat,12.3,Fresh Food,24.6,5,Wednesday
4338,2015-01-25,3,1,pip fruit,3.0,Fresh Food,3.0,1,Sunday
3486,2015-11-08,25,2,canned beer,1.1,Beverages,2.2,11,Sunday
3635,2015-09-04,40,1,grapes,9.4,Fresh Food,9.4,9,Friday
2857,2015-02-18,22,3,root vegetables,1.8,Fresh Food,5.4,2,Wednesday
3684,2015-08-13,7,3,citrus fruit,1.5,Fresh Food,4.5,8,Thursday
3120,2015-10-20,85,1,cling film/bags,2.2,Household & Hygiene,2.2,10,Tuesday
3872,2015-03-19,9,1,frankfurter,5.5,Fresh Food,5.5,3,Thursday
2777,2015-04-07,2,1,whole milk,1.8,Dairy,1.8,4,Tuesday
2702,2015-05-27,23,3,pork,7.2,Fresh Food,21.6,5,Wednesday
4796,2015-06-29,10,1,chicken,7.2,Fresh Food,7.2,6,Monday
1564,2015-10-23,19,3,sausage,3.1,Fresh Food,9.3,10,Friday
2740,2015-07-02,15,2,specialty bar,5.2,Bakery & Sweets,10.4,7,Thursday
1833,2015-04-13,74,3,whipped/sour cream,5.5,Dairy,16.5,4,Monday
1757,2015-12-23,22,3,root vegetables,1.8,Fresh Food,5.4,12,Wednesday
2975,2015-10-24,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,10,Saturday
4032,2015-08-10,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8,Monday
3979,2015-09-16,7,1,citrus fruit,1.5,Fresh Food,1.5,9,Wednesday
3772,2015-03-09,2,1,whole milk,1.8,Dairy,1.8,3,Monday
4523,2015-10-28,9,3,frankfurter,5.5,Fresh Food,16.5,10,Wednesday
4004,2015-04-19,27,1,coffee,8.5,Beverages,8.5,4,Sunday
2936,2015-06-08,29,3,ham,15.2,Fresh Food,45.599999999999994,6,Monday
2394,2015-06-21,25,1,canned beer,1.1,Beverages,1.1,6,Sunday
4616,2015-08-16,25,1,canned beer,1.1,Beverages,1.1,8,Sunday
2362,2015-07-08,25,3,canned beer,1.1,Beverages,3.3000000000000003,7,Wednesday
3593,2015-11-03,3,1,pip fruit,3.0,Fresh Food,3.0,11,Tuesday
4389,2015-08-27,23,3,pork,7.2,Fresh Food,21.6,8,Thursday
3206,2015-08-11,86,1,soap,3.8,Household & Hygiene,3.8,8,Tuesday
4601,2015-01-04,3,1,pip fruit,3.0,Fresh Food,3.0,1,Sunday
4382,2015-11-13,8,2,beef,19.5,Fresh Food,39.0,11,Friday
2718,2015-06-08,19,2,sausage,3.1,Fresh Food,6.2,6,Monday
4691,2015-10-12,87,3,frozen chicken,3.5,Frozen & Processed Food,10.5,10,Monday
3735,2015-11-28,38,2,soda,0.8,Beverages,1.6,11,Saturday
3900,2015-12-20,1,3,tropical fruit,7.8,Fresh Food,23.4,12,Sunday
4959,2015-06-30,4,2,other vegetables,0.8,Fresh Food,1.6,6,Tuesday
1815,2015-08-30,8,1,beef,19.5,Fresh Food,19.5,8,Sunday
2454,2015-04-08,57,3,meat,8.5,Fresh Food,25.5,4,Wednesday
4778,2015-01-15,57,3,meat,8.5,Fresh Food,25.5,1,Thursday
2289,2015-11-04,17,1,bottled water,0.5,Beverages,0.5,11,Wednesday
1734,2015-07-13,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,7,Monday
4019,2015-02-05,24,3,pastry,3.1,Bakery & Sweets,9.3,2,Thursday
4605,2015-05-28,23,2,pork,7.2,Fresh Food,14.4,5,Thursday
4864,2015-11-14,3,3,pip fruit,3.0,Fresh Food,9.0,11,Saturday
4205,2015-02-22,8,1,beef,19.5,Fresh Food,19.5,2,Sunday
1862,2015-08-03,8,2,beef,19.5,Fresh Food,39.0,8,Monday
1846,2015-07-19,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,7,Sunday
2019,2015-05-28,7,1,citrus fruit,1.5,Fresh Food,1.5,5,Thursday
2042,2015-11-19,57,1,meat,8.5,Fresh Food,8.5,11,Thursday
1768,2015-05-26,49,2,beverages,1.1,Beverages,2.2,5,Tuesday
3847,2015-03-26,8,3,beef,19.5,Fresh Food,58.5,3,Thursday
3557,2015-07-20,29,2,ham,15.2,Fresh Food,30.4,7,Monday
3975,2015-02-27,21,1,hamburger meat,12.3,Fresh Food,12.3,2,Friday
4198,2015-03-18,8,2,beef,19.5,Fresh Food,39.0,3,Wednesday
2580,2015-09-04,8,1,beef,19.5,Fresh Food,19.5,9,Friday
3474,2015-08-25,22,2,root vegetables,1.8,Fresh Food,3.6,8,Tuesday
1678,2015-11-14,7,3,citrus fruit,1.5,Fresh Food,4.5,11,Saturday
4254,2015-08-14,18,2,yogurt,2.2,Dairy,4.4,8,Friday
4704,2015-08-21,1,2,tropical fruit,7.8,Fresh Food,15.6,8,Friday
3343,2015-05-10,9,1,frankfurter,5.5,Fresh Food,5.5,5,Sunday
3812,2015-06-24,8,1,beef,19.5,Fresh Food,19.5,6,Wednesday
3093,2015-03-13,71,1,shopping bags,5.12,Household & Hygiene,5.12,3,Friday
2170,2015-06-18,25,2,canned beer,1.1,Beverages,2.2,6,Thursday
4867,2015-10-29,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10,Thursday
3899,2015-03-23,4,1,other vegetables,0.8,Fresh Food,0.8,3,Monday
2941,2015-10-03,21,1,hamburger meat,12.3,Fresh Food,12.3,10,Saturday
1958,2015-07-03,21,2,hamburger meat,12.3,Fresh Food,24.6,7,Friday
2760,2015-08-08,9,1,frankfurter,5.5,Fresh Food,5.5,8,Saturday
4413,2015-08-03,50,3,bottled beer,1.8,Beverages,5.4,8,Monday
1737,2015-05-15,1,3,tropical fruit,7.8,Fresh Food,23.4,5,Friday
4202,2015-02-18,38,1,soda,0.8,Beverages,0.8,2,Wednesday
1065,2015-11-13,9,1,frankfurter,5.5,Fresh Food,5.5,11,Friday
3819,2015-06-28,10,2,chicken,7.2,Fresh Food,14.4,6,Sunday
2854,2015-02-08,27,3,coffee,8.5,Beverages,25.5,2,Sunday
4387,2015-09-16,2,3,whole milk,1.8,Dairy,5.4,9,Wednesday
4530,2015-04-12,70,1,margarine,3.5,Pantry Staples,3.5,4,Sunday
4191,2015-11-03,1,2,tropical fruit,7.8,Fresh Food,15.6,11,Tuesday
3102,2015-12-04,57,3,meat,8.5,Fresh Food,25.5,12,Friday
1946,2015-01-25,60,3,cream cheese,6.3,Dairy,18.9,1,Sunday
2156,2015-05-15,44,2,newspapers,3.2,Specialty & Seasonal,6.4,5,Friday
1444,2015-12-16,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12,Wednesday
1699,2015-05-14,7,3,citrus fruit,1.5,Fresh Food,4.5,5,Thursday
4954,2015-05-04,2,3,whole milk,1.8,Dairy,5.4,5,Monday
2207,2015-04-08,9,2,frankfurter,5.5,Fresh Food,11.0,4,Wednesday
4826,2015-01-28,29,3,ham,15.2,Fresh Food,45.599999999999994,1,Wednesday
2374,2015-06-08,9,1,frankfurter,5.5,Fresh Food,5.5,6,Monday
1604,2015-08-18,19,1,sausage,3.1,Fresh Food,3.1,8,Tuesday
4437,2015-11-29,69,2,domestic eggs,1.25,Fresh Food,2.5,11,Sunday
2319,2015-05-10,2,2,whole milk,1.8,Dairy,3.6,5,Sunday
3018,2015-06-27,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,6,Saturday
1195,2015-09-28,2,1,whole milk,1.8,Dairy,1.8,9,Monday
1768,2015-09-04,19,3,sausage,3.1,Fresh Food,9.3,9,Friday
3017,2015-09-28,45,1,curd,9.8,Dairy,9.8,9,Monday
